食材番号,食材名,エネルギー,タンパク質,脂質,炭水化物,食塩相当量
03024,（でん粉糖類）　水あめ　酵素糖化,342.0,0.0,0.0,85.0,0
03025,（でん粉糖類）　水あめ　酸糖化,341.0,0.0,0.0,85.0,0
03017,（でん粉糖類）　ぶどう糖　全糖,342.0,0.0,0.0,91.0,0
03018,（でん粉糖類）　ぶどう糖　含水結晶,342.0,0.0,0.0,91.3,0
03019,（でん粉糖類）　ぶどう糖　無水結晶,374.0,0.0,0.0,99.7,0
03020,（でん粉糖類）　果糖,375.0,0.0,0.0,99.9,0
03026,（でん粉糖類）　異性化液糖　ぶどう糖果糖液糖,283.0,0,0,75.0,0
03027,（でん粉糖類）　異性化液糖　果糖ぶどう糖液糖,283.0,0,0,75.0,0
03028,（でん粉糖類）　異性化液糖　高果糖液糖,282.0,0,0,75.0,0
03029,（その他）　黒蜜,199.0,1.0,0,50.5,0
03022,（その他）　はちみつ,329.0,0.3,0,81.9,0
03023,（その他）　メープルシロップ,266.0,0.1,0,66.3,0
04001,あずき　全粒　乾,304.0,20.8,2.0,59.6,0
04002,あずき　全粒　ゆで,124.0,8.6,0.8,25.6,0
04003,あずき　ゆで小豆缶詰,202.0,4.4,0.4,49.2,0.2
04004,あずき　あん　こし生あん,147.0,9.8,0.6,27.1,0
04005,あずき　あん　さらしあん　（乾燥あん）,335.0,23.5,1.0,66.8,0
04101,あずき　あん　こし練りあん　（並あん）,255.0,5.6,0.3,58.8,0
04102,あずき　あん　こし練りあん　（中割りあん）,262.0,5.1,0.3,61.1,0
04103,あずき　あん　こし練りあん　（もなかあん）,292.0,5.1,0.3,68.6,0
04006,あずき　あん　つぶし練りあん,239.0,5.6,0.6,54.0,0.1
04007,いんげんまめ　全粒　乾,280.0,22.1,2.5,56.4,0
04008,いんげんまめ　全粒　ゆで,127.0,9.3,1.2,24.5,0
04009,いんげんまめ　うずら豆,214.0,6.7,1.3,49.6,0.3
04010,いんげんまめ　こし生あん,135.0,9.4,0.9,27.0,0
04011,いんげんまめ　豆きんとん,238.0,4.9,0.5,56.2,0.3
04012,えんどう　全粒　青えんどう　乾,310.0,21.7,2.3,60.4,0
04013,えんどう　全粒　青えんどう　ゆで,129.0,9.2,1.0,25.2,0
04074,えんどう　全粒　赤えんどう　乾,310.0,21.7,2.3,60.4,0
04075,えんどう　全粒　赤えんどう　ゆで,129.0,9.2,1.0,25.2,0
04014,えんどう　グリンピース（揚げ豆）,375.0,20.8,11.6,58.8,0.9
04015,えんどう　塩豆,321.0,23.3,2.4,61.5,1.5
04016,えんどう　うぐいす豆,228.0,5.6,0.7,52.9,0.4
04017,ささげ　全粒　乾,280.0,23.9,2.0,55.0,0
04018,ささげ　全粒　ゆで,130.0,10.2,0.9,23.8,0
04019,そらまめ　全粒　乾,323.0,26.0,2.0,55.9,0
04020,そらまめ　フライビーンズ,436.0,24.7,20.8,46.4,1.8
04021,そらまめ　おたふく豆,237.0,7.9,1.2,52.2,0.4
04022,そらまめ　ふき豆,251.0,9.6,1.6,52.5,0.8
04076,そらまめ　しょうゆ豆,173.0,9.8,0.9,37.1,1.2
04104,だいず　［全粒・全粒製品］　全粒　青大豆　国産　乾,354.0,33.5,19.3,30.1,0
04105,だいず　［全粒・全粒製品］　全粒　青大豆　国産　ゆで,145.0,15.0,8.2,9.9,0
04023,だいず　［全粒・全粒製品］　全粒　黄大豆　国産　乾,372.0,33.8,19.7,29.5,0
04024,だいず　［全粒・全粒製品］　全粒　黄大豆　国産　ゆで,163.0,14.8,9.8,8.4,0
04025,だいず　［全粒・全粒製品］　全粒　黄大豆　米国産　乾,402.0,33.0,21.7,28.8,0
04026,だいず　［全粒・全粒製品］　全粒　黄大豆　中国産　乾,391.0,32.8,19.5,30.8,0
04027,だいず　［全粒・全粒製品］　全粒　黄大豆　ブラジル産　乾,414.0,33.6,22.6,30.7,0
04077,だいず　［全粒・全粒製品］　全粒　黒大豆　国産　乾,349.0,33.9,18.8,28.9,0
04106,だいず　［全粒・全粒製品］　全粒　黒大豆　国産　ゆで,155.0,14.7,8.6,9.8,0
04080,だいず　［全粒・全粒製品］　いり大豆　青大豆,425.0,37.7,20.7,33.9,0
04078,だいず　［全粒・全粒製品］　いり大豆　黄大豆,429.0,37.5,21.6,33.3,0
04079,だいず　［全粒・全粒製品］　いり大豆　黒大豆,431.0,36.4,22.0,34.3,0
04028,だいず　［全粒・全粒製品］　水煮缶詰　黄大豆,124.0,12.9,6.7,7.7,0.5
04081,だいず　［全粒・全粒製品］　蒸し大豆　黄大豆,186.0,16.6,9.8,13.8,0.6
04082,だいず　［全粒・全粒製品］　きな粉　青大豆　全粒大豆,424.0,37.0,22.8,29.3,0
04096,だいず　［全粒・全粒製品］　きな粉　青大豆　脱皮大豆,418.0,36.6,24.6,28.3,0
04029,だいず　［全粒・全粒製品］　きな粉　黄大豆　全粒大豆,451.0,36.7,25.7,28.5,0
04030,だいず　［全粒・全粒製品］　きな粉　黄大豆　脱皮大豆,456.0,37.5,25.1,29.5,0
04109,だいず　［全粒・全粒製品］　きな粉（砂糖入り）　青きな粉,392.0,18.5,11.4,64.3,0
04110,だいず　［全粒・全粒製品］　きな粉（砂糖入り）　きな粉,406.0,18.3,12.9,63.9,0
04083,だいず　［全粒・全粒製品］　大豆はいが,404.0,37.8,14.7,39.5,0
04031,だいず　［全粒・全粒製品］　ぶどう豆,265.0,14.1,9.4,37.0,1.6
04032,だいず　［豆腐・油揚げ類］　木綿豆腐,73.0,7.0,4.9,1.5,0
04097,だいず　［豆腐・油揚げ類］　木綿豆腐　（凝固剤：塩化マグネシウム）,73.0,7.0,4.9,1.5,0.1
04098,だいず　［豆腐・油揚げ類］　木綿豆腐　（凝固剤：硫酸カルシウム）,73.0,7.0,4.9,1.5,0
04033,だいず　［豆腐・油揚げ類］　絹ごし豆腐,56.0,5.3,3.5,2.0,0
04099,だいず　［豆腐・油揚げ類］　絹ごし豆腐　（凝固剤：塩化マグネシウム）,56.0,5.3,3.5,2.0,0
04100,だいず　［豆腐・油揚げ類］　絹ごし豆腐　（凝固剤：硫酸カルシウム）,56.0,5.3,3.5,2.0,0
04034,だいず　［豆腐・油揚げ類］　ソフト豆腐,56.0,5.1,3.3,2.0,0
04035,だいず　［豆腐・油揚げ類］　充てん豆腐,56.0,5.0,3.1,2.5,0
04036,だいず　［豆腐・油揚げ類］　沖縄豆腐,99.0,9.1,7.2,0.7,0.4
04037,だいず　［豆腐・油揚げ類］　ゆし豆腐,47.0,4.3,2.8,1.7,0.6
04038,だいず　［豆腐・油揚げ類］　焼き豆腐,82.0,7.8,5.7,1.0,0
04039,だいず　［豆腐・油揚げ類］　生揚げ,143.0,10.7,11.3,0.9,0
04040,だいず　［豆腐・油揚げ類］　油揚げ　生,377.0,23.4,34.4,0.4,0
04084,だいず　［豆腐・油揚げ類］　油揚げ　油抜き　生,266.0,18.2,23.4,0,0
04086,だいず　［豆腐・油揚げ類］　油揚げ　油抜き　ゆで,164.0,12.4,13.8,0.3,0
04085,だいず　［豆腐・油揚げ類］　油揚げ　油抜き　焼き,361.0,24.9,32.2,0.7,0
04095,だいず　［豆腐・油揚げ類］　油揚げ　甘煮,231.0,11.2,13.0,19.1,1.2
04041,だいず　［豆腐・油揚げ類］　がんもどき,223.0,15.3,17.8,1.6,0.5
04042,だいず　［豆腐・油揚げ類］　凍り豆腐　乾,496.0,50.5,34.1,4.2,1.1
04087,だいず　［豆腐・油揚げ類］　凍り豆腐　水煮,104.0,10.7,7.3,1.1,0.7
04043,だいず　［豆腐・油揚げ類］　豆腐よう,183.0,9.5,8.3,19.1,1.9
04044,だいず　［豆腐・油揚げ類］　豆腐竹輪　蒸し,121.0,14.9,4.4,6.7,1.9
04045,だいず　［豆腐・油揚げ類］　豆腐竹輪　焼き,133.0,16.1,4.9,7.5,2.3
04088,だいず　［豆腐・油揚げ類］　ろくじょう豆腐,332.0,34.7,21.5,3.8,11.0
04046,だいず　［納豆類］　糸引き納豆,190.0,16.5,10.0,12.1,0
04047,だいず　［納豆類］　挽きわり納豆,185.0,16.6,10.0,10.5,0
04048,だいず　［納豆類］　五斗納豆,214.0,15.3,8.1,24.0,5.8
04049,だいず　［納豆類］　寺納豆,248.0,18.6,8.1,31.5,14.2
04051,だいず　［その他］　おから　生,88.0,6.1,3.6,13.8,0
04089,だいず　［その他］　おから　乾燥,333.0,23.1,13.6,52.3,0
04052,だいず　［その他］　豆乳　豆乳,44.0,3.6,2.0,3.1,0
04053,だいず　［その他］　豆乳　調製豆乳,63.0,3.2,3.6,4.8,0.1
04054,だいず　［その他］　豆乳　豆乳飲料・麦芽コーヒー,59.0,2.2,2.2,7.8,0.1
04055,だいず　［その他］　大豆たんぱく　粒状大豆たんぱく,318.0,46.3,3.0,36.7,0
04056,だいず　［その他］　大豆たんぱく　濃縮大豆たんぱく,313.0,58.2,1.7,27.9,1.4
04057,だいず　［その他］　大豆たんぱく　分離大豆たんぱく　塩分無調整タイプ,335.0,79.1,3.0,7.5,3.3
04090,だいず　［その他］　大豆たんぱく　分離大豆たんぱく　塩分調整タイプ,335.0,79.1,3.0,7.5,1.6
04058,だいず　［その他］　大豆たんぱく　繊維状大豆たんぱく,365.0,59.3,5.0,25.2,3.6
04059,だいず　［その他］　湯葉　生,218.0,21.8,13.7,4.1,0
04060,だいず　［その他］　湯葉　干し　乾,485.0,50.4,32.1,7.2,0
04091,だいず　［その他］　湯葉　干し　湯戻し,151.0,15.7,10.6,0.1,0
04061,だいず　［その他］　金山寺みそ,247.0,6.9,3.2,50.0,5.1
04062,だいず　［その他］　ひしおみそ,198.0,6.5,2.7,38.8,4.8
04063,だいず　［その他］　テンペ,180.0,15.8,9.0,15.4,0
04064,つるあずき　全粒　乾,297.0,20.8,1.6,61.8,0
04092,つるあずき　全粒　ゆで,132.0,9.7,1.0,27.5,0
04065,ひよこまめ　全粒　乾,336.0,20.0,5.2,61.5,0
04066,ひよこまめ　全粒　ゆで,149.0,9.5,2.5,27.4,0
04067,ひよこまめ　全粒　フライ　味付け,366.0,18.8,10.4,62.6,1.8
04068,べにばないんげん　全粒　乾,273.0,17.2,1.7,61.2,0
04069,べにばないんげん　全粒　ゆで,103.0,6.2,0.6,22.3,0
04108,やぶまめ　乾,383.0,23.4,10.1,49.5,0
04070,らいまめ　全粒　乾,306.0,21.9,1.8,60.8,0
04093,らいまめ　全粒　ゆで,122.0,9.6,0.9,26.0,0
04071,りょくとう　全粒　乾,319.0,25.1,1.5,59.1,0
04072,りょくとう　全粒　ゆで,125.0,10.2,0.6,22.5,0
04073,レンズまめ　全粒　乾,313.0,23.2,1.5,60.7,0
04094,レンズまめ　全粒　ゆで,149.0,11.2,0.8,29.1,0
05001,アーモンド　乾,609.0,19.6,51.8,20.9,0
05002,アーモンド　フライ　味付け,626.0,21.3,55.7,17.9,0.3
05040,アーモンド　いり　無塩,608.0,20.3,54.1,20.7,0
05003,あさ　乾,450.0,29.9,28.3,31.7,0
05041,あまに　いり,540.0,21.8,43.3,30.4,0.2
05004,えごま　乾,523.0,17.7,43.4,29.4,0
05005,カシューナッツ　フライ　味付け,591.0,19.8,47.6,26.7,0.6
05006,かぼちゃ　いり　味付け,590.0,26.5,51.8,12.0,0.1
05007,かや　いり,629.0,8.7,64.9,22.6,0
05008,ぎんなん　生,168.0,4.7,1.6,34.8,0
05009,ぎんなん　ゆで,169.0,4.6,1.5,35.8,0
05010,（くり類）　日本ぐり　生,147.0,2.8,0.5,36.9,0
05011,（くり類）　日本ぐり　ゆで,152.0,3.5,0.6,36.7,0
05012,（くり類）　日本ぐり　甘露煮,232.0,1.8,0.4,56.8,0
05013,（くり類）　中国ぐり　甘ぐり,207.0,4.9,0.9,48.5,0
05014,くるみ　いり,713.0,14.6,68.8,11.7,0
05015,けし　乾,555.0,19.3,49.1,21.8,0
05016,ココナッツ　ココナッツパウダー,676.0,6.1,65.8,23.7,0
05017,ごま　乾,604.0,19.8,53.8,16.5,0
05018,ごま　いり,605.0,20.3,54.2,18.5,0
05019,ごま　むき,570.0,19.3,54.9,18.8,0
05042,ごま　ねり,646.0,19.0,61.0,15.6,0
05020,しい　生,244.0,3.2,0.8,57.6,0
05021,すいか　いり　味付け,528.0,29.6,46.4,13.4,1.5
05046,チアシード　乾,446.0,19.4,33.9,34.5,0
05022,とち　蒸し,148.0,1.7,1.9,34.2,0.6
05023,はす　未熟　生,81.0,5.9,0.5,14.9,0
05024,はす　成熟　乾,327.0,18.3,2.3,64.3,0
05043,はす　成熟　ゆで,118.0,7.3,0.8,25.0,0
05025,（ひし類）　ひし　生,183.0,5.8,0.5,40.6,0
05047,（ひし類）　とうびし　生,122.0,2.7,0.4,31.4,0
05048,（ひし類）　とうびし　ゆで,120.0,2.7,0.3,30.5,0
05026,ピスタチオ　いり　味付け,617.0,17.4,56.1,20.9,0.7
05027,ひまわり　フライ　味付け,587.0,20.1,56.3,17.2,0.6
05028,ブラジルナッツ　フライ　味付け,703.0,14.9,69.1,9.6,0.2
05029,ヘーゼルナッツ　フライ　味付け,701.0,13.6,69.3,13.9,0.1
05030,ペカン　フライ　味付け,716.0,9.6,73.4,13.3,0.4
05031,マカダミアナッツ　いり　味付け,751.0,8.3,76.7,12.2,0.5
05032,まつ　生,681.0,15.8,68.2,10.6,0
05033,まつ　いり,724.0,14.6,72.5,8.1,0
05034,らっかせい　大粒種　乾,572.0,25.2,47.0,19.4,0
05035,らっかせい　大粒種　いり,613.0,25.0,49.6,21.3,0
05044,らっかせい　小粒種　乾,573.0,25.4,47.5,18.8,0
05045,らっかせい　小粒種　いり,607.0,26.5,49.4,19.6,0
05036,らっかせい　バターピーナッツ,609.0,23.3,53.2,18.3,0.3
05037,らっかせい　ピーナッツバター,599.0,20.6,50.4,24.9,0.9
06001,アーティチョーク　花らい　生,39.0,2.3,0.2,11.3,0.1
06002,アーティチョーク　花らい　ゆで,35.0,2.1,0.1,10.8,0
06003,あさつき　葉　生,34.0,4.2,0.3,5.6,0
06004,あさつき　葉　ゆで,41.0,4.2,0.3,7.3,0
06005,あしたば　茎葉　生,30.0,3.3,0.1,6.7,0.2
06006,あしたば　茎葉　ゆで,28.0,2.9,0.1,6.6,0.1
06007,アスパラガス　若茎　生,21.0,2.6,0.2,3.9,0
06008,アスパラガス　若茎　ゆで,25.0,2.6,0.1,4.6,0
06327,アスパラガス　若茎　油いため,54.0,2.9,3.9,4.1,0
06009,アスパラガス　水煮缶詰,24.0,2.4,0.1,4.3,0.9
06328,アロエ　葉　生,3.0,0,0.1,0.7,0
06010,いんげんまめ　さやいんげん　若ざや　生,23.0,1.8,0.1,5.1,0
06011,いんげんまめ　さやいんげん　若ざや　ゆで,25.0,1.8,0.2,5.5,0
06012,（うど類）　うど　茎　生,19.0,0.8,0.1,4.3,0
06013,（うど類）　うど　茎　水さらし,13.0,0.6,0,3.4,0
06014,（うど類）　やまうど　茎　生,19.0,1.1,0.1,4.3,0
06363,うるい　葉　生,19.0,1.9,0.4,4.0,0
06015,えだまめ　生,125.0,11.7,6.2,8.8,0
06016,えだまめ　ゆで,118.0,11.5,6.1,8.9,0
06017,えだまめ　冷凍,143.0,13.0,7.6,10.6,0
06018,エンダイブ　葉　生,14.0,1.2,0.2,2.9,0.1
06019,（えんどう類）　トウミョウ　茎葉　生,28.0,3.8,0.4,4.0,0
06329,（えんどう類）　トウミョウ　芽ばえ　生,27.0,3.8,0.4,3.2,0
06330,（えんどう類）　トウミョウ　芽ばえ　ゆで,28.0,3.6,0.6,3.8,0
06331,（えんどう類）　トウミョウ　芽ばえ　油いため,84.0,5.0,5.9,4.3,0
06020,（えんどう類）　さやえんどう　若ざや　生,38.0,3.1,0.2,7.5,0
06021,（えんどう類）　さやえんどう　若ざや　ゆで,36.0,3.2,0.2,7.0,0
06022,（えんどう類）　スナップえんどう　若ざや　生,47.0,2.9,0.1,9.9,0
06023,（えんどう類）　グリンピース　生,76.0,6.9,0.4,15.3,0
06024,（えんどう類）　グリンピース　ゆで,99.0,8.3,0.2,18.5,0
06025,（えんどう類）　グリンピース　冷凍,80.0,5.8,0.7,17.1,0
06374,（えんどう類）　グリンピース　冷凍　ゆで,82.0,6.2,0.7,17.8,0
06375,（えんどう類）　グリンピース　冷凍　油いため,114.0,6.3,4.6,18.2,0
06026,（えんどう類）　グリンピース　水煮缶詰,82.0,3.6,0.4,19.7,0.8
06027,おおさかしろな　葉　生,12.0,1.4,0.2,2.2,0.1
06028,おおさかしろな　葉　ゆで,16.0,1.6,0.3,3.1,0.1
06029,おおさかしろな　塩漬,19.0,1.3,0.3,4.5,1.6
06030,おかひじき　茎葉　生,16.0,1.4,0.2,3.4,0.1
06031,おかひじき　茎葉　ゆで,16.0,1.2,0.1,3.8,0.2
06032,オクラ　果実　生,26.0,2.1,0.2,6.6,0
06033,オクラ　果実　ゆで,29.0,2.1,0.1,7.6,0
06034,かぶ　葉　生,20.0,2.3,0.1,3.9,0.1
06035,かぶ　葉　ゆで,20.0,2.3,0.1,4.4,0
06036,かぶ　根　皮つき　生,18.0,0.7,0.1,4.6,0
06037,かぶ　根　皮つき　ゆで,18.0,0.7,0.1,4.7,0
06038,かぶ　根　皮なし　生,19.0,0.6,0.1,4.8,0
06039,かぶ　根　皮なし　ゆで,20.0,0.6,0.1,5.0,0
06040,かぶ　漬物　塩漬　葉,27.0,2.3,0.2,6.0,2.3
06041,かぶ　漬物　塩漬　根　皮つき,21.0,1.0,0.2,4.9,2.8
06042,かぶ　漬物　塩漬　根　皮なし,19.0,0.8,0.1,4.7,4.3
06043,かぶ　漬物　ぬかみそ漬　葉,35.0,3.3,0.1,7.1,3.8
06044,かぶ　漬物　ぬかみそ漬　根　皮つき,27.0,1.5,0.1,5.9,2.2
06045,かぶ　漬物　ぬかみそ漬　根　皮なし,31.0,1.4,0.1,6.9,6.9
06046,（かぼちゃ類）　日本かぼちゃ　果実　生,41.0,1.6,0.1,10.9,0
06047,（かぼちゃ類）　日本かぼちゃ　果実　ゆで,50.0,1.9,0.1,13.3,0
06048,（かぼちゃ類）　西洋かぼちゃ　果実　生,78.0,1.9,0.3,20.6,0
06049,（かぼちゃ類）　西洋かぼちゃ　果実　ゆで,80.0,1.6,0.3,21.3,0
06332,（かぼちゃ類）　西洋かぼちゃ　果実　焼き,105.0,2.5,0.4,27.7,0
06050,（かぼちゃ類）　西洋かぼちゃ　果実　冷凍,75.0,2.2,0.3,18.5,0
06051,（かぼちゃ類）　そうめんかぼちゃ　果実　生,25.0,0.7,0.1,6.1,0
06052,からしな　葉　生,26.0,3.3,0.1,4.7,0.2
06053,からしな　塩漬,36.0,4.0,0.1,7.2,2.5
06054,カリフラワー　花序　生,28.0,3.0,0.1,5.2,0
06055,カリフラワー　花序　ゆで,26.0,2.7,0.1,5.1,0
06056,かんぴょう　乾,239.0,6.3,0.2,68.1,0
06057,かんぴょう　ゆで,21.0,0.7,0,7.2,0
06364,かんぴょう　甘煮,146.0,2.3,0.2,36.5,3.1
06058,きく　花びら　生,25.0,1.4,0,6.5,0
06059,きく　花びら　ゆで,21.0,1.0,0,5.7,0
06060,きく　菊のり,283.0,11.6,0.2,73.5,0
06061,（キャベツ類）　キャベツ　結球葉　生,21.0,1.3,0.2,5.2,0
06062,（キャベツ類）　キャベツ　結球葉　ゆで,19.0,0.9,0.2,4.6,0
06333,（キャベツ類）　キャベツ　結球葉　油いため,78.0,1.6,6.0,5.9,0
06063,（キャベツ類）　グリーンボール　結球葉　生,20.0,1.4,0.1,4.3,0
06064,（キャベツ類）　レッドキャベツ　結球葉　生,30.0,2.0,0.1,6.7,0
06065,きゅうり　果実　生,13.0,1.0,0.1,3.0,0
06066,きゅうり　漬物　塩漬,17.0,1.0,0.1,3.7,2.5
06067,きゅうり　漬物　しょうゆ漬,51.0,3.2,0.4,10.8,4.1
06068,きゅうり　漬物　ぬかみそ漬,28.0,1.5,0.1,6.2,5.3
