食材番号,食材名,エネルギー,タンパク質,脂質,炭水化物,食塩相当量
13044,＜牛乳及び乳製品＞　（アイスクリーム類）　アイスミルク,167.0,3.4,6.4,23.9,0.2
13045,＜牛乳及び乳製品＞　（アイスクリーム類）　ラクトアイス　普通脂肪,217.0,3.1,13.6,22.2,0.2
13046,＜牛乳及び乳製品＞　（アイスクリーム類）　ラクトアイス　低脂肪,108.0,1.8,2.0,20.6,0.1
13047,＜牛乳及び乳製品＞　（アイスクリーム類）　ソフトクリーム,146.0,3.8,5.6,20.1,0.2
13048,＜牛乳及び乳製品＞　（その他）　カゼイン,358.0,86.2,1.5,0,0
13049,＜牛乳及び乳製品＞　（その他）　シャーベット,128.0,0.9,1.0,28.7,0
13050,＜牛乳及び乳製品＞　（その他）　チーズホエーパウダー,339.0,12.5,1.2,77.0,1.8
13051,＜その他＞　人乳,61.0,1.1,3.5,7.2,0
13052,＜その他＞　やぎ乳,57.0,3.1,3.6,4.5,0.1
14023,（植物油脂類）　あまに油,897.0,0,100.0,0,0
14024,（植物油脂類）　えごま油,897.0,0,100.0,0,0
14001,（植物油脂類）　オリーブ油,894.0,0,100.0,0,0
14002,（植物油脂類）　ごま油,890.0,0,100.0,0,0
14003,（植物油脂類）　米ぬか油,880.0,0,100.0,0,0
14004,（植物油脂類）　サフラワー油　ハイオレイック,892.0,0,100.0,0,0
14025,（植物油脂類）　サフラワー油　ハイリノール,883.0,0,100.0,0,0
14005,（植物油脂類）　大豆油,885.0,0,100.0,0,0
14006,（植物油脂類）　調合油,886.0,0,100.0,0,0
14007,（植物油脂類）　とうもろこし油,884.0,0,100.0,0,0
14008,（植物油脂類）　なたね油,887.0,0,100.0,0,0
14009,（植物油脂類）　パーム油,887.0,0,100.0,0,0
14010,（植物油脂類）　パーム核油,893.0,0,100.0,0,0
14011,（植物油脂類）　ひまわり油　ハイリノール,899.0,0,100.0,0,0
14026,（植物油脂類）　ひまわり油　ミッドオレイック,892.0,0,100.0,0,0
14027,（植物油脂類）　ひまわり油　ハイオレイック,899.0,0,100.0,0,0
14028,（植物油脂類）　ぶどう油,882.0,0,100.0,0,0
14012,（植物油脂類）　綿実油,883.0,0,100.0,0,0
14013,（植物油脂類）　やし油,889.0,0,100.0,0,0
14014,（植物油脂類）　落花生油,882.0,0,100.0,0,0
14015,（動物油脂類）　牛脂,869.0,0.2,99.8,0,0
14032,（動物油脂類）　たらのあぶら,853.0,0.1,99.8,0,0
14016,（動物油脂類）　ラード,885.0,0,100.0,0,0
14017,（バター類）　無発酵バター　有塩バター,700.0,0.6,81.0,0.2,1.9
14018,（バター類）　無発酵バター　食塩不使用バター,720.0,0.5,83.0,0.2,0
14019,（バター類）　発酵バター　有塩バター,713.0,0.6,80.0,4.4,1.3
14020,（マーガリン類）　マーガリン　家庭用　有塩,715.0,0.4,83.1,0.5,1.3
14033,（マーガリン類）　マーガリン　家庭用　無塩,715.0,0.4,83.1,0.5,0
14029,（マーガリン類）　マーガリン　業務用　有塩,740.0,0.3,84.3,0.1,1.3
14034,（マーガリン類）　マーガリン　業務用　無塩,740.0,0.3,84.3,0.1,0
14021,（マーガリン類）　ファットスプレッド,579.0,0.2,69.1,0,1.1
14022,（その他）　ショートニング　家庭用,889.0,0,99.9,0,0
14030,（その他）　ショートニング　業務用　製菓,881.0,0,99.9,0,0
14031,（その他）　ショートニング　業務用　フライ,886.0,0,99.9,0,0
15001,＜和生菓子・和半生菓子類＞　甘納豆　あずき,283.0,3.4,0.3,69.5,0.1
15002,＜和生菓子・和半生菓子類＞　甘納豆　いんげんまめ,288.0,3.8,0.5,69.9,0.1
15003,＜和生菓子・和半生菓子類＞　甘納豆　えんどう,293.0,3.8,0.4,72.2,0.1
15005,＜和生菓子・和半生菓子類＞　今川焼　こしあん入り,217.0,4.5,1.1,48.3,0.1
15145,＜和生菓子・和半生菓子類＞　今川焼　つぶしあん入り,220.0,4.5,1.4,48.2,0.2
15146,＜和生菓子・和半生菓子類＞　今川焼　カスタードクリーム入り,224.0,4.7,2.6,46.7,0.1
15006,＜和生菓子・和半生菓子類＞　ういろう　白,181.0,1.0,0.2,44.2,0
15147,＜和生菓子・和半生菓子類＞　ういろう　黒,174.0,1.5,0.2,42.7,0
15007,＜和生菓子・和半生菓子類＞　うぐいすもち　こしあん入り,236.0,3.5,0.4,55.8,0.1
15148,＜和生菓子・和半生菓子類＞　うぐいすもち　つぶしあん入り,237.0,2.7,0.4,56.8,0.1
15008,＜和生菓子・和半生菓子類＞　かしわもち　こしあん入り,203.0,4.0,0.4,46.7,0.1
15149,＜和生菓子・和半生菓子類＞　かしわもち　つぶしあん入り,204.0,3.9,0.5,46.6,0.2
15009,＜和生菓子・和半生菓子類＞　カステラ,313.0,7.1,5.0,61.8,0.2
15010,＜和生菓子・和半生菓子類＞　かのこ,260.0,4.8,0.4,60.4,0.1
15011,＜和生菓子・和半生菓子類＞　かるかん,226.0,2.1,0.3,54.8,0
15012,＜和生菓子・和半生菓子類＞　きび団子,298.0,1.6,0.2,73.7,0
15013,＜和生菓子・和半生菓子類＞　ぎゅうひ,253.0,1.3,0.2,62.4,0
15014,＜和生菓子・和半生菓子類＞　きりざんしょ,245.0,2.1,0.3,59.3,0.2
15015,＜和生菓子・和半生菓子類＞　きんぎょく糖,282.0,0,0,71.9,0
15016,＜和生菓子・和半生菓子類＞　きんつば,260.0,6.0,0.7,58.6,0.3
15017,＜和生菓子・和半生菓子類＞　草もち　こしあん入り,224.0,4.2,0.4,52.1,0
15150,＜和生菓子・和半生菓子類＞　草もち　つぶしあん入り,227.0,4.8,0.7,51.1,0.1
15018,＜和生菓子・和半生菓子類＞　くし団子　あん　こしあん入り,198.0,3.8,0.4,45.4,0.1
15151,＜和生菓子・和半生菓子類＞　くし団子　あん　つぶしあん入り,199.0,3.8,0.5,45.4,0.1
15019,＜和生菓子・和半生菓子類＞　くし団子　みたらし,194.0,3.2,0.4,44.9,0.6
15121,＜和生菓子・和半生菓子類＞　くずもち　関西風　くずでん粉製品,93.0,0.1,0.1,22.5,0
15122,＜和生菓子・和半生菓子類＞　くずもち　関東風　小麦でん粉製品,94.0,0.1,0.1,22.4,0
15020,＜和生菓子・和半生菓子類＞　げっぺい,348.0,4.7,8.5,65.5,0
15123,＜和生菓子・和半生菓子類＞　五平もち,178.0,3.0,0.5,40.9,0.6
15022,＜和生菓子・和半生菓子類＞　桜もち　関西風　こしあん入り,196.0,3.5,0.3,46.0,0.1
15153,＜和生菓子・和半生菓子類＞　桜もち　関西風　つぶしあん入り,197.0,3.0,0.3,46.5,0.1
15021,＜和生菓子・和半生菓子類＞　桜もち　関東風　こしあん入り,235.0,4.5,0.4,54.2,0.1
15152,＜和生菓子・和半生菓子類＞　桜もち　関東風　つぶしあん入り,237.0,4.2,0.6,54.4,0.1
15124,＜和生菓子・和半生菓子類＞　笹だんご　こしあん入り,227.0,4.0,0.5,54.6,0
15154,＜和生菓子・和半生菓子類＞　笹だんご　つぶしあん入り,228.0,4.7,0.6,53.8,0.1
15143,＜和生菓子・和半生菓子類＞　ずんだあん,190.0,6.3,3.4,36.6,0.2
15144,＜和生菓子・和半生菓子類＞　ずんだもち,212.0,4.9,1.7,45.1,0.1
15023,＜和生菓子・和半生菓子類＞　大福もち　こしあん入り,223.0,4.6,0.5,53.2,0.1
15155,＜和生菓子・和半生菓子類＞　大福もち　つぶしあん入り,223.0,4.7,0.6,52.8,0.1
15024,＜和生菓子・和半生菓子類＞　タルト　（和菓子）,288.0,5.9,3.0,60.7,0.1
15025,＜和生菓子・和半生菓子類＞　ちまき,150.0,1.3,0.2,36.5,0
15026,＜和生菓子・和半生菓子類＞　ちゃつう,320.0,6.2,4.3,66.4,0
15156,＜和生菓子・和半生菓子類＞　どら焼　こしあん入り,282.0,6.6,3.1,58.4,0.3
15027,＜和生菓子・和半生菓子類＞　どら焼　つぶしあん入り,292.0,6.6,3.2,57.9,0.4
15157,＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　こしあん入り,274.0,3.6,0.3,65.4,0
15004,＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　こしあん・つぶしあん混合,274.0,3.5,0.3,65.5,0
15158,＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　つぶしあん入り,275.0,3.7,0.5,65.1,0.1
15028,＜和生菓子・和半生菓子類＞　ねりきり,259.0,5.3,0.3,60.1,0
15029,＜和生菓子・和半生菓子類＞　まんじゅう　カステラまんじゅう　こしあん入り,292.0,6.7,2.1,62.6,0.1
15159,＜和生菓子・和半生菓子類＞　まんじゅう　カステラまんじゅう　つぶしあん入り,292.0,6.9,2.3,62.2,0.2
15160,＜和生菓子・和半生菓子類＞　まんじゅう　かるかんまんじゅう　こしあん入り,226.0,3.0,0.3,53.8,0.1
15161,＜和生菓子・和半生菓子類＞　まんじゅう　かるかんまんじゅう　つぶしあん入り,226.0,3.1,0.4,53.6,0.2
15030,＜和生菓子・和半生菓子類＞　まんじゅう　くずまんじゅう　こしあん入り,216.0,3.1,0.2,51.4,0.1
15162,＜和生菓子・和半生菓子類＞　まんじゅう　くずまんじゅう　つぶしあん入り,218.0,1.3,0.1,53.4,0.2
15031,＜和生菓子・和半生菓子類＞　まんじゅう　くりまんじゅう　こしあん入り,296.0,6.5,1.4,68.1,0.1
15163,＜和生菓子・和半生菓子類＞　まんじゅう　くりまんじゅう　つぶしあん入り,295.0,6.7,1.6,67.0,0.2
15032,＜和生菓子・和半生菓子類＞　まんじゅう　とうまんじゅう　こしあん入り,299.0,6.8,3.1,61.6,0.1
15164,＜和生菓子・和半生菓子類＞　まんじゅう　とうまんじゅう　つぶしあん入り,294.0,6.9,3.3,61.3,0.2
15033,＜和生菓子・和半生菓子類＞　まんじゅう　蒸しまんじゅう　こしあん入り,254.0,4.6,0.5,59.5,0.2
15165,＜和生菓子・和半生菓子類＞　まんじゅう　蒸しまんじゅう　つぶしあん入り,257.0,4.7,0.7,59.1,0.2
15034,＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　あんまん　こしあん入り,273.0,6.1,5.6,51.3,0
15166,＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　あんまん　つぶしあん入り,279.0,6.2,6.0,51.3,0.1
15035,＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　肉まん,242.0,10.0,5.1,43.4,1.2
15036,＜和生菓子・和半生菓子類＞　もなか　こしあん入り,277.0,4.9,0.3,65.5,0
15167,＜和生菓子・和半生菓子類＞　もなか　つぶしあん入り,278.0,6.4,0.7,63.3,0.2
15037,＜和生菓子・和半生菓子類＞　ゆべし,321.0,2.4,3.5,71.2,0.6
15038,＜和生菓子・和半生菓子類＞　ようかん　練りようかん,289.0,3.6,0.2,69.9,0
15039,＜和生菓子・和半生菓子類＞　ようかん　水ようかん,168.0,2.6,0.2,39.9,0.1
15040,＜和生菓子・和半生菓子類＞　ようかん　蒸しようかん,237.0,4.4,0.3,55.4,0.2
15041,＜和干菓子類＞　あめ玉,385.0,0,0,97.5,0
15042,＜和干菓子類＞　芋かりんとう,465.0,1.4,20.6,71.3,0
15043,＜和干菓子類＞　おこし,376.0,3.8,0.7,90.2,0.2
15044,＜和干菓子類＞　おのろけ豆,438.0,11.3,13.6,70.2,1.0
15045,＜和干菓子類＞　かりんとう　黒,420.0,7.5,11.6,76.3,0
15046,＜和干菓子類＞　かりんとう　白,423.0,9.7,11.2,76.2,0
15047,＜和干菓子類＞　ごかぼう,367.0,10.6,6.4,71.7,0
15048,＜和干菓子類＞　小麦粉せんべい　磯部せんべい,377.0,4.3,0.8,89.3,1.3
15049,＜和干菓子類＞　小麦粉せんべい　かわらせんべい,390.0,7.0,3.2,84.9,0.1
15050,＜和干菓子類＞　小麦粉せんべい　巻きせんべい,386.0,4.3,1.4,90.4,0.1
15051,＜和干菓子類＞　小麦粉せんべい　南部せんべい　ごま入り,423.0,11.2,11.1,72.0,1.1
15052,＜和干菓子類＞　小麦粉せんべい　南部せんべい　落花生入り,421.0,11.7,9.5,73.9,0.9
15053,＜和干菓子類＞　しおがま,348.0,2.6,0.2,85.5,1.5
15056,＜和干菓子類＞　ひなあられ　関西風,385.0,8.0,1.4,85.8,1.7
15055,＜和干菓子類＞　ひなあられ　関東風,380.0,9.6,2.8,80.7,1.5
15057,＜和干菓子類＞　米菓　揚げせんべい,458.0,5.6,17.4,71.3,1.2
15058,＜和干菓子類＞　米菓　甘辛せんべい,374.0,6.7,0.9,86.2,1.2
15059,＜和干菓子類＞　米菓　あられ,378.0,7.5,1.0,84.9,1.7
15060,＜和干菓子類＞　米菓　しょうゆせんべい,368.0,7.3,1.0,83.9,1.3
15061,＜和干菓子類＞　ボーロ　小粒,391.0,2.5,2.1,90.6,0.1
15062,＜和干菓子類＞　ボーロ　そばボーロ,398.0,7.7,3.4,86.1,0.3
15063,＜和干菓子類＞　松風,378.0,4.0,0.7,89.7,0.1
15064,＜和干菓子類＞　みしま豆,402.0,12.3,8.6,75.8,0
15065,＜和干菓子類＞　八つ橋,390.0,3.3,0.5,94.2,0
15066,＜和干菓子類＞　らくがん　らくがん,384.0,2.4,0.2,94.3,0
15067,＜和干菓子類＞　らくがん　麦らくがん,396.0,4.8,1.8,90.4,0
15068,＜和干菓子類＞　らくがん　もろこしらくがん,374.0,6.6,0.3,89.9,0.3
15125,＜菓子パン類＞　揚げパン,369.0,8.7,18.7,43.5,1.1
15069,＜菓子パン類＞　あんパン　こしあん入り,267.0,6.8,3.6,53.5,0.3
15168,＜菓子パン類＞　あんパン　つぶしあん入り,266.0,7.0,3.8,53.0,0.3
15126,＜菓子パン類＞　あんパン　薄皮タイプ　こしあん入り,256.0,6.6,3.5,51.9,0.1
15169,＜菓子パン類＞　あんパン　薄皮タイプ　つぶしあん入り,258.0,6.8,3.7,51.4,0.2
15127,＜菓子パン類＞　カレーパン　皮及び具,302.0,6.6,18.3,32.3,1.2
15128,＜菓子パン類＞　カレーパン　皮のみ,363.0,7.2,22.4,38.4,1.0
15129,＜菓子パン類＞　カレーパン　具のみ,168.0,5.3,9.3,18.8,1.8
15070,＜菓子パン類＞　クリームパン,286.0,7.9,7.4,48.3,0.4
15130,＜菓子パン類＞　クリームパン　薄皮タイプ,218.0,6.0,7.1,33.9,0.2
15071,＜菓子パン類＞　ジャムパン,285.0,5.3,3.9,58.1,0.3
15072,＜菓子パン類＞　チョココロネ,320.0,5.8,15.3,44.4,0.4
15131,＜菓子パン類＞　チョコパン　薄皮タイプ,340.0,4.7,19.4,40.0,0.4
15132,＜菓子パン類＞　メロンパン,349.0,8.0,10.5,59.9,0.5
15181,＜菓子パン類＞　菓子パン　あんなし,294.0,8.2,6.1,54.1,0.5
15073,＜ケーキ・ペストリー類＞　シュークリーム,211.0,6.0,11.4,25.5,0.2
15074,＜ケーキ・ペストリー類＞　スポンジケーキ,283.0,7.9,7.5,52.1,0.2
15075,＜ケーキ・ペストリー類＞　ショートケーキ　果実なし,318.0,6.9,15.2,42.3,0.2
15170,＜ケーキ・ペストリー類＞　ショートケーキ　いちご,314.0,6.9,14.7,42.7,0.2
15133,＜ケーキ・ペストリー類＞　タルト　（洋菓子）,247.0,4.7,13.5,30.5,0.2
15134,＜ケーキ・ペストリー類＞　チーズケーキ　ベイクドチーズケーキ,299.0,8.5,21.2,23.3,0.5
15135,＜ケーキ・ペストリー類＞　チーズケーキ　レアチーズケーキ,349.0,5.8,27.5,22.5,0.5
15182,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　プレーン,382.0,6.2,26.3,35.1,0.8
15076,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　プレーン　,440.0,6.5,34.0,33.2,0.5
15183,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　こしあん,330.0,6.0,15.6,44.9,0.5
15184,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　つぶしあん,323.0,6.0,15.7,42.9,0.5
15171,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　こしあん,384.0,6.5,21.3,46.1,0.3
15172,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　つぶしあん,387.0,6.6,22.0,45.2,0.4
15185,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　カスタードクリーム,304.0,5.8,19.3,31.2,0.5
15173,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　カスタードクリーム,417.0,7.3,29.6,36.6,0.5
15077,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　プレーン,379.0,7.2,20.2,43.9,0.8
15174,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　こしあん,341.0,6.8,12.6,52.2,0.5
15175,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　つぶしあん,341.0,7.0,13.0,51.5,0.6
15176,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　カスタードクリーム,371.0,7.7,18.9,44.6,0.6
15078,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　プレーン,367.0,7.2,11.7,60.2,0.4
15177,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　こしあん,353.0,8.3,5.4,63.7,0.3
15178,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　つぶしあん,355.0,8.6,5.7,63.1,0.3
15179,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　カスタードクリーム,375.0,9.6,10.5,56.7,0.4
15079,＜ケーキ・ペストリー類＞　パイ　パイ皮,373.0,5.0,25.4,36.4,1.0
15080,＜ケーキ・ペストリー類＞　パイ　アップルパイ,294.0,4.0,17.5,32.8,0.4
15081,＜ケーキ・ペストリー類＞　パイ　ミートパイ,381.0,9.7,29.9,22.2,1.1
15082,＜ケーキ・ペストリー類＞　バターケーキ,422.0,5.8,25.3,48.0,0.6
15083,＜ケーキ・ペストリー類＞　ホットケーキ,253.0,7.7,5.4,45.3,0.7
15084,＜ケーキ・ペストリー類＞　ワッフル　カスタードクリーム入り,241.0,7.3,7.9,38.1,0.2
15085,＜ケーキ・ペストリー類＞　ワッフル　ジャム入り,279.0,4.9,4.2,57.3,0.1
15086,＜デザート菓子類＞　カスタードプリン,116.0,5.7,5.5,14.0,0.2
15136,＜デザート菓子類＞　牛乳寒天,61.0,1.1,1.3,12.2,0
15142,＜デザート菓子類＞　こんにゃくゼリー,65.0,0,0.1,16.4,0.1
15087,＜デザート菓子類＞　ゼリー　オレンジ,80.0,2.1,0.1,19.8,0
15088,＜デザート菓子類＞　ゼリー　コーヒー,43.0,1.6,0,10.3,0
15089,＜デザート菓子類＞　ゼリー　ミルク,103.0,4.3,3.7,14.4,0.1
15090,＜デザート菓子類＞　ゼリー　ワイン,65.0,1.7,0,13.2,0
15091,＜デザート菓子類＞　ババロア,204.0,5.6,12.9,19.9,0.1
15092,＜ビスケット類＞　ウエハース,439.0,7.6,13.6,75.3,1.2
15141,＜ビスケット類＞　ウエハース　クリーム入り,492.0,7.5,21.8,65.5,0.9
15093,＜ビスケット類＞　クラッカー　オイルスプレークラッカー,481.0,8.5,22.5,63.9,1.5
15094,＜ビスケット類＞　クラッカー　ソーダクラッカー,421.0,10.4,9.8,74.4,1.9
15095,＜ビスケット類＞　サブレ,459.0,6.1,16.6,73.5,0.2
15054,＜ビスケット類＞　中華風クッキー,513.0,5.1,29.5,61.8,0.2
15097,＜ビスケット類＞　ビスケット　ハードビスケット,422.0,7.6,10.0,77.8,0.8
15098,＜ビスケット類＞　ビスケット　ソフトビスケット,512.0,5.7,27.6,62.6,0.6
15099,＜ビスケット類＞　プレッツェル,465.0,9.9,18.6,68.2,1.9
15096,＜ビスケット類＞　リーフパイ,558.0,5.8,35.5,55.8,0.1
15100,＜ビスケット類＞　ロシアケーキ,486.0,5.8,23.4,65.8,0.5
15101,＜スナック類＞　小麦粉あられ,472.0,7.6,19.5,68.8,1.8
15102,＜スナック類＞　コーンスナック,516.0,5.2,27.1,65.3,1.2
15103,＜スナック類＞　ポテトチップス　ポテトチップス,541.0,4.7,35.2,54.7,1.0
15104,＜スナック類＞　ポテトチップス　成形ポテトチップス,515.0,5.8,32.0,57.3,0.9
15109,＜キャンデー類＞　かわり玉,392.0,0,0,99.5,0
15105,＜キャンデー類＞　キャラメル,426.0,4.0,11.7,77.9,0.3
15107,＜キャンデー類＞　ゼリーキャンデー,334.0,0,0,83.9,0
15108,＜キャンデー類＞　ゼリービーンズ,358.0,0,0,90.4,0
15110,＜キャンデー類＞　ドロップ,389.0,0,0,98.0,0
15111,＜キャンデー類＞　バタースコッチ,414.0,0,6.5,91.0,0.4
15112,＜キャンデー類＞　ブリットル,506.0,12.6,26.5,58.1,0.2
15113,＜キャンデー類＞　マシュマロ,324.0,2.1,0,79.3,0
15106,＜キャンデー類＞　ラムネ,373.0,0,0.5,92.2,0.2
15137,＜チョコレート類＞　アーモンドチョコレート,562.0,11.4,40.4,43.3,0.1
15114,＜チョコレート類＞　カバーリングチョコレート,488.0,7.1,24.3,64.2,0.3
15115,＜チョコレート類＞　ホワイトチョコレート,588.0,7.2,39.5,50.9,0.2
15116,＜チョコレート類＞　ミルクチョコレート,550.0,6.9,34.1,55.8,0.2
15117,＜果実菓子類＞　マロングラッセ,303.0,1.1,0.3,77.4,0.1
15118,＜チューインガム類＞　板ガム,388.0,0,0,96.9,0
15119,＜チューインガム類＞　糖衣ガム,390.0,0,0,97.6,0
15120,＜チューインガム類＞　風船ガム,387.0,0,0,96.7,0
15138,＜その他＞　カスタードクリーム,174.0,5.1,7.6,24.8,0.1
15139,＜その他＞　しるこ　こしあん,211.0,4.7,0.3,48.7,0
15140,＜その他＞　しるこ　つぶしあん,179.0,4.2,0.4,40.5,0.1
15180,＜その他＞　チョコレートクリーム,481.0,4.6,32.0,47.3,0.5
16001,＜アルコール飲料類＞　（醸造酒類）　清酒　普通酒,107.0,0.4,0,4.9,0
16002,＜アルコール飲料類＞　（醸造酒類）　清酒　純米酒,102.0,0.4,0,3.6,0
16003,＜アルコール飲料類＞　（醸造酒類）　清酒　本醸造酒,106.0,0.4,0,4.5,0
16004,＜アルコール飲料類＞　（醸造酒類）　清酒　吟醸酒,103.0,0.3,0,3.6,0
16005,＜アルコール飲料類＞　（醸造酒類）　清酒　純米吟醸酒,102.0,0.4,0,4.1,0
16006,＜アルコール飲料類＞　（醸造酒類）　ビール　淡色,39.0,0.3,0,3.1,0
16007,＜アルコール飲料類＞　（醸造酒類）　ビール　黒,45.0,0.4,0,3.6,0
16008,＜アルコール飲料類＞　（醸造酒類）　ビール　スタウト,62.0,0.5,0,4.9,0
16009,＜アルコール飲料類＞　（醸造酒類）　発泡酒,44.0,0.1,0,3.6,0
16010,＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　白,75.0,0.1,0,2.0,0
16011,＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　赤,68.0,0.2,0,1.5,0
16012,＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　ロゼ,71.0,0.1,0,4.0,0
16013,＜アルコール飲料類＞　（醸造酒類）　紹興酒,126.0,1.7,0,5.1,0
16014,＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　連続式蒸留しょうちゅう,203.0,0,0,0,0.0
16015,＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　単式蒸留しょうちゅう,144.0,0,0,0,0
16060,＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　泡盛,206.0,0,0,0,0
16016,＜アルコール飲料類＞　（蒸留酒類）　ウイスキー,234.0,0,0,0,0
16017,＜アルコール飲料類＞　（蒸留酒類）　ブランデー,234.0,0,0,0,0
16018,＜アルコール飲料類＞　（蒸留酒類）　ウオッカ,237.0,0,0,0,0
16019,＜アルコール飲料類＞　（蒸留酒類）　ジン,280.0,0,0,0.1,0
16020,＜アルコール飲料類＞　（蒸留酒類）　ラム,237.0,0,0,0.1,0
16021,＜アルコール飲料類＞　（蒸留酒類）　マオタイ酒,317.0,0,0,0,0
16022,＜アルコール飲料類＞　（混成酒類）　梅酒,155.0,0.1,0,20.7,0
16023,＜アルコール飲料類＞　（混成酒類）　合成清酒,108.0,0.1,0,5.3,0
16024,＜アルコール飲料類＞　（混成酒類）　白酒,236.0,1.9,0,48.1,0
16025,＜アルコール飲料類＞　（混成酒類）　みりん　本みりん,241.0,0.3,0,43.2,0
16026,＜アルコール飲料類＞　（混成酒類）　みりん　本直し,179.0,0.1,0,14.4,0
16027,＜アルコール飲料類＞　（混成酒類）　薬味酒,181.0,0,0,26.8,0
16028,＜アルコール飲料類＞　（混成酒類）　キュラソー,319.0,0,0,26.4,0
16029,＜アルコール飲料類＞　（混成酒類）　スイートワイン,125.0,0.1,0,13.4,0
16030,＜アルコール飲料類＞　（混成酒類）　ペパーミント,300.0,0,0,37.6,0
16031,＜アルコール飲料類＞　（混成酒類）　ベルモット　甘口タイプ,151.0,0.1,0,16.4,0
16032,＜アルコール飲料類＞　（混成酒類）　ベルモット　辛口タイプ,113.0,0.1,0,3.7,0
16059,＜アルコール飲料類＞　（混成酒類）　缶チューハイ　レモン風味,51.0,0,0,2.9,0
16033,＜茶類＞　（緑茶類）　玉露　茶,241.0,29.1,4.1,43.9,0
16034,＜茶類＞　（緑茶類）　玉露　浸出液,5.0,1.3,0.0,0,0
16035,＜茶類＞　（緑茶類）　抹茶　茶,237.0,29.6,5.3,39.5,0
16036,＜茶類＞　（緑茶類）　せん茶　茶,229.0,24.5,4.7,47.7,0
16037,＜茶類＞　（緑茶類）　せん茶　浸出液,2.0,0.2,0.0,0.2,0
16038,＜茶類＞　（緑茶類）　かまいり茶　浸出液,1.0,0.1,0.0,0,0
16039,＜茶類＞　（緑茶類）　番茶　浸出液,0.0,0,0.0,0.1,0
16040,＜茶類＞　（緑茶類）　ほうじ茶　浸出液,0.0,0,0.0,0.1,0
16041,＜茶類＞　（緑茶類）　玄米茶　浸出液,0.0,0,0.0,0,0
16042,＜茶類＞　（発酵茶類）　ウーロン茶　浸出液,0.0,0,0.0,0.1,0
16043,＜茶類＞　（発酵茶類）　紅茶　茶,234.0,20.3,2.5,51.7,0
16044,＜茶類＞　（発酵茶類）　紅茶　浸出液,1.0,0.1,0.0,0.1,0
16045,＜コーヒー・ココア類＞　コーヒー　浸出液,4.0,0.2,0,0.7,0
16046,＜コーヒー・ココア類＞　コーヒー　インスタントコーヒー,287.0,14.7,0.3,56.5,0.1
16047,＜コーヒー・ココア類＞　コーヒー　コーヒー飲料　乳成分入り　加糖,38.0,0.7,0.3,8.2,0.1
16048,＜コーヒー・ココア類＞　ココア　ピュアココア,386.0,18.5,21.6,42.4,0
16049,＜コーヒー・ココア類＞　ココア　ミルクココア,400.0,7.4,6.8,80.4,0.7
16056,＜その他＞　青汁　ケール,312.0,13.8,4.4,70.2,0.6
16050,＜その他＞　甘酒,76.0,1.7,0.1,18.3,0.2
16051,＜その他＞　昆布茶,173.0,5.2,0.2,42.0,51.3
16057,＜その他＞　スポーツドリンク,21.0,0,0,5.1,0.1
16052,＜その他＞　（炭酸飲料類）　果実色飲料,51.0,0,0,12.8,0
16053,＜その他＞　（炭酸飲料類）　コーラ,46.0,0.1,0,11.4,0
16054,＜その他＞　（炭酸飲料類）　サイダー,41.0,0,0,10.2,0
16058,＜その他＞　（炭酸飲料類）　ビール風味炭酸飲料,5.0,0.1,0,1.2,0
16061,＜その他＞　なぎなたこうじゅ　浸出液,0.0,0,0,0,0
16055,＜その他＞　麦茶　浸出液,1.0,0,0.0,0.3,0
